Id,SalePrice
1461,126452.36581549123
1462,153440.99662132867
1463,177733.32660533398
1464,184994.0076224859
1465,192005.9812758435
1466,183177.9668557569
1467,169970.11627669266
1468,175046.504552369
1469,180928.81144330848
1470,123514.32225449258
1471,201156.3232832257
1472,95000.6181196619
1473,99050.32634885437
1474,150379.29634006653
1475,125364.48893382524
1476,368234.2561029424
1477,248717.6784989398
1478,296874.42323815165
1479,273334.45275513636
1480,457421.34987536696
1481,305632.1159720143
1482,206073.7145548264
1483,180140.76470517993
1484,171279.66736533775
1485,174870.17419246654
1486,198271.94044440932
1487,308651.04675939487
1488,236033.6064059703
1489,207175.74839849962
1490,205729.46178731474
1491,190993.62055663107
1492,96432.20000445025
1493,173904.8691933507
1494,297167.5430399547
1495,287982.88502120203
1496,229951.3584976416
1497,186925.11223933255
1498,156106.48983710806
1499,153584.98757604914
1500,159150.63417615014
1501,173077.33928768375
1502,157580.2467000945
1503,275391.7316320437
1504,232583.2345664372
1505,216771.08198960003
1506,176173.53102969908
1507,237769.37561270452
1508,191373.84631770581
1509,159748.2430342179
1510,151184.04000839178
1511,149449.62316285406
1512,166671.5171215735
1513,145781.64378181266
1514,151394.2376250329
1515,185949.58751579578
1516,154363.31138334205
1517,151789.65875579914
1518,130726.6660622185
1519,225037.43674768906
1520,138670.666334334
1521,144415.92484864185
1522,161942.5158308999
1523,117301.89750360475
1524,122427.10710387831
1525,126702.87833804608
1526,128958.05327649282
1527,106362.36556763363
1528,127348.75386808492
1529,142952.75786595195
1530,164871.3118644867
1531,127428.08931312473
1532,104651.71238838478
1533,141361.54880992475
1534,113722.81434614124
1535,147614.86477500474
1536,118921.25378218414
1537,81453.61812670172
1538,155410.18809527037
1539,200951.7814632909
1540,113451.48559184572
1541,144162.09367479477
1542,139440.6698425369
1543,189420.13184452834
1544,82638.15722328598
1545,101108.91777950569
1546,124146.3718044866
1547,136280.8553430865
1548,129817.38579060673
1549,113519.87330812564
1550,140073.43066232465
1551,117764.69788957649
1552,138678.5376269883
1553,137774.28577713607
1554,115103.140767185
1555,165331.64793912534
1556,92854.8425774049
1557,108323.58177523006
1558,91315.59288172676
1559,105985.98013597917
1560,138158.06476499728
1561,134630.38814703998
1562,126375.96224498675
1563,125354.02410108493
1564,160109.44959669397
1565,154950.14890867044
1566,217637.6153527627
1567,81663.29224659968
1568,218212.51667203454
1569,142692.50404097003
1570,132211.2012403954
1571,127791.08675725904
1572,143082.26559421353
1573,236634.04848794598
1574,120858.14575464552
1575,211391.2329269893
1576,227033.12747154722
1577,202275.2416596448
1578,144113.6724390494
1579,142918.92436990957
1580,186701.5654167314
1581,138189.2178601281
1582,128783.91865484051
1583,319633.35778035567
1584,238591.73544746422
1585,140839.08630573165
1586,73382.8423264998
1587,107541.83431295544
1588,147514.15988130387
1589,99671.6458664161
1590,133795.24965908137
1591,105633.27169442714
1592,121492.49390275258
1593,120812.53778561605
1594,126016.18922428666
1595,122133.39947047699
1596,223184.44728113906
1597,162373.40878030282
1598,186338.46926422397
1599,172421.35312382592
1600,182400.57503606836
1601,75911.37217755694
1602,111887.69556598004
1603,91499.48259358994
1604,277518.26938043727
1605,251542.49881002645
1606,169046.89852675155
1607,160464.3190599966
1608,212003.11950657875
1609,196042.9985848364
1610,163171.47593335534
1611,150112.51371448388
1612,176020.19884184463
1613,170101.10866903717
1614,120167.93958100662
1615,86697.39604294482
1616,82599.8013629587
1617,87376.45686158199
1618,126185.16594989822
1619,134044.0885971948
1620,164242.77988282358
1621,142309.39078099173
1622,144635.29623401165
1623,274332.10506605054
1624,218605.72582143394
1625,126685.42779485958
1626,171141.0091822161
1627,185919.87802277796
1628,271103.544753662
1629,176051.4456733938
1630,331244.45906464354
1631,209961.02912021926
1632,242750.1606154246
1633,170221.9056680371
1634,185544.44188556753
1635,179947.83605477845
1636,166060.54178808074
1637,178499.42787505308
1638,206096.3239886247
1639,180233.8105955131
1640,245501.42045972007
1641,179129.3180806485
1642,225366.16317617986
1643,228446.58731190377
1644,226747.20878964814
1645,180095.71298002911
1646,158348.22747556109
1647,163119.91150234602
1648,140053.3281167998
1649,139935.07571632043
1650,121989.30044403904
1651,120965.3931694014
1652,93781.38950520656
1653,97459.52570244082
1654,153159.122761949
1655,146056.1433607455
1656,148545.43968870374
1657,153052.88508635722
1658,155171.2080426505
1659,134561.56495078228
1660,149993.7940794173
1661,429143.27113141905
1662,355586.42386173835
1663,364441.53435553913
1664,411630.57378925977
1665,305190.7384280568
1666,325775.9915904201
1667,352296.7229008541
1668,325329.0356596447
1669,294579.2503606265
1670,335712.1716260106
1671,260008.63628457105
1672,450773.9377025472
1673,295285.28812250233
1674,249603.1679341293
1675,194083.438448988
1676,193469.93168351144
1677,214580.38824380294
1678,451032.2056778221
1679,389800.5724164935
1680,319663.1419780604
1681,254559.12189684444
1682,305960.1883724482
1683,191197.01836405866
1684,172748.80042947843
1685,175314.5350513509
1686,169705.0716639334
1687,169506.2666637557
1688,189181.66672355888
1689,187456.4011879755
1690,185374.88496095833
1691,174818.35166293522
1692,266321.40115093114
1693,172732.86532345778
1694,183226.80754183437
1695,172315.59619762955
1696,269636.29799035646
1697,172600.84881295176
1698,331612.27211001475
1699,317538.5795564433
1700,244649.52046370658
1701,261794.6198915004
1702,252296.97442474414
1703,251697.2756554574
1704,283800.81622604973
1705,228826.67149412245
1706,420614.3833685735
1707,218453.0806859499
1708,213271.94492457376
1709,260614.2133585584
1710,220902.0784335382
1711,267839.35189550545
1712,244171.68849575156
1713,264831.20230429404
1714,216453.18790533717
1715,203440.42726436048
1716,177501.0151267528
1717,160897.9064368052
1718,131926.43157783366
1719,208198.99009290792
1720,247170.26736784552
1721,162891.45200790788
1722,125820.28034788035
1723,158571.16681905824
1724,212316.5067435408
1725,226574.50720287926
1726,193565.53928606398
1727,176739.92154649482
1728,183916.49537238444
1729,165379.03028312203
1730,157949.36529593807
1731,124077.60091188416
1732,131473.36838126482
1733,124828.90773644071
1734,131505.86735685274
1735,132952.79072976726
1736,118403.39244187536
1737,313396.7847025863
1738,208637.8844456832
1739,264271.4512973553
1740,207215.29420105723
1741,185476.6296631383
1742,171543.26179415378
1743,174775.8770537309
1744,281841.33119799814
1745,216070.61525572863
1746,227847.5949458345
1747,216675.4323943022
1748,211607.1878267869
1749,161460.0314059124
1750,143799.78829074377
1751,221221.0479039884
1752,122448.0851594929
1753,143301.39975088608
1754,198936.3008770012
1755,167581.66032843594
1756,121369.15379847561
1757,121175.94573153277
1758,147154.11725183914
1759,164469.78076530376
1760,160160.2916875688
1761,149046.4638427267
1762,171896.7919645306
1763,168782.03966846125
1764,119402.6153106922
1765,169883.5767652159
1766,169364.47274518025
1767,202306.6762623249
1768,140651.80220352396
1769,167174.00555186003
1770,143821.90576006926
1771,135346.94741307286
1772,142921.87850613243
1773,135658.53830075607
1774,131956.71005107567
1775,132983.49536403271
1776,121610.09976253755
1777,117881.91445294773
1778,131141.45967345196
1779,123085.02584173344
1780,171803.1245972492
1781,129392.8850564658
1782,102689.4620410001
1783,135061.24456175373
1784,98660.0010366022
1785,113970.91645615017
1786,148007.78089684193
1787,167629.699701056
1788,62509.72896946016
1789,93254.74856501991
1790,89469.88951000552
1791,169721.44855385972
1792,153943.8380438225
1793,141990.61952724485
1794,140170.08973356534
1795,139399.70199513473
1796,128141.72142207203
1797,114314.68044472008
1798,125369.3907944221
1799,113017.64694213407
